year,state,state_ansi,crop,acres_harvested,acres_planted,production_dollars,production_bu,yield_buperacre
2004,TENNESSEE,47,CORN,615000,680000,186837000,86100000,140
2004,TEXAS,48,CORN,1680000,1830000,607152000,233520000,139
2004,UTAH,49,CORN,12000,55000,4762000,1860000,155
2004,VERMONT,50,CORN,,95000,,,
2004,VIRGINIA,51,CORN,360000,500000,113274000,52200000,145
2004,WASHINGTON,53,CORN,105000,170000,62370000,21000000,200
2004,WEST VIRGINIA,54,CORN,29000,48000,8358000,3799000,131
2004,WISCONSIN,55,CORN,2600000,3600000,760240000,353600000,136
2004,WYOMING,56,CORN,50000,90000,16244000,6550000,131
2004,ALABAMA,1,SOYBEANS,190000,210000,41563000,6650000,35
2004,ARKANSAS,5,SOYBEANS,3150000,3200000,722358000,122850000,39
2004,DELAWARE,10,SOYBEANS,208000,210000,47736000,8840000,42.5
2004,FLORIDA,12,SOYBEANS,17000,19000,3237000,578000,34
2004,GEORGIA,13,SOYBEANS,270000,280000,47709000,8370000,31
2004,ILLINOIS,17,SOYBEANS,9900000,9950000,2890800000,495000000,50
2004,INDIANA,18,SOYBEANS,5520000,5550000,1609025000,284280000,51.5
2004,IOWA,19,SOYBEANS,10150000,10200000,2864736000,497350000,49
2004,KANSAS,20,SOYBEANS,2710000,2800000,598883000,111110000,41
2004,KENTUCKY,21,SOYBEANS,1300000,1310000,335764000,57200000,44
2004,LOUISIANA,22,SOYBEANS,990000,1100000,205494000,32670000,33
2004,MARYLAND,24,SOYBEANS,495000,500000,113875000,21285000,43
2004,MICHIGAN,26,SOYBEANS,1980000,2000000,430373000,75240000,38
2004,MINNESOTA,27,SOYBEANS,7050000,7300000,1372635000,232650000,33
2004,MISSISSIPPI,28,SOYBEANS,1640000,1670000,381300000,61500000,37.5
2004,MISSOURI,29,SOYBEANS,4960000,5000000,1254384000,223200000,45
2004,NEBRASKA,31,SOYBEANS,4750000,4800000,1210490000,218500000,46
2004,NEW JERSEY,34,SOYBEANS,103000,105000,23577000,4326000,42
2004,NEW YORK,36,SOYBEANS,172000,175000,36223000,6708000,39
2004,NORTH CAROLINA,37,SOYBEANS,1500000,1530000,283560000,51000000,34
2004,NORTH DAKOTA,38,SOYBEANS,3570000,3750000,472133000,82110000,23
2004,OHIO,39,SOYBEANS,4420000,4450000,1192428000,207740000,47
2004,OKLAHOMA,40,SOYBEANS,290000,320000,49590000,8700000,30
2004,PENNSYLVANIA,42,SOYBEANS,425000,430000,106157000,19550000,46
2004,SOUTH CAROLINA,45,SOYBEANS,530000,540000,80136000,14310000,27
2004,SOUTH DAKOTA,46,SOYBEANS,4120000,4150000,781646000,140080000,34
2004,TENNESSEE,47,SOYBEANS,1180000,1210000,269960000,48380000,41
2004,TEXAS,48,SOYBEANS,270000,290000,50544000,8640000,32
2004,VIRGINIA,51,SOYBEANS,530000,540000,109964000,20670000,39
2004,WEST VIRGINIA,54,SOYBEANS,18000,19000,4422000,828000,46
2004,WISCONSIN,55,SOYBEANS,1550000,1600000,304808000,53475000,34.5
2004,ALABAMA,1,WHEAT,"60,000","120,000","10,224,000","2,880,000",48
2004,ARIZONA,4,WHEAT,"103,000","105,000","42,073,000","9,963,000",96.7
2004,ARKANSAS,5,WHEAT,"620,000","670,000","114,681,000","32,860,000",53
2004,CALIFORNIA,6,WHEAT,"420,000","680,000","135,618,000","36,200,000",86.2
2004,COLORADO,8,WHEAT,"1,714,000","2,315,000","152,399,000","46,880,000",27.4
2004,DELAWARE,10,WHEAT,"47,000","50,000","8,314,000","2,726,000",58
2004,FLORIDA,12,WHEAT,"15,000","18,000","2,329,000","675,000",45
2004,GEORGIA,13,WHEAT,"190,000","330,000","29,498,000","8,550,000",45
2004,IDAHO,16,WHEAT,"1,190,000","1,250,000","365,222,000","101,710,000",85.5
2004,ILLINOIS,17,WHEAT,"900,000","920,000","169,389,000","53,100,000",59
2004,INDIANA,18,WHEAT,"440,000","450,000","88,387,000","27,280,000",62
2004,IOWA,19,WHEAT,"24,000","28,000","4,026,000","1,320,000",55
2004,KANSAS,20,WHEAT,"8,500,000","10,000,000","1,022,125,000","314,500,000",37
2004,KENTUCKY,21,WHEAT,"380,000","530,000","60,739,000","20,520,000",54
2004,LOUISIANA,22,WHEAT,"165,000","180,000","28,050,000","8,250,000",50
2004,MARYLAND,24,WHEAT,"145,000","160,000","26,521,000","8,555,000",59
2004,MICHIGAN,26,WHEAT,"640,000","660,000","123,290,000","40,960,000",64
2004,MINNESOTA,27,WHEAT,"1,636,000","1,728,000","298,045,000","89,605,000",54.8
2004,MISSISSIPPI,28,WHEAT,"135,000","160,000","24,112,000","7,155,000",53
2004,MISSOURI,29,WHEAT,"930,000","1,050,000","156,686,000","48,360,000",52
2004,MONTANA,30,WHEAT,"5,025,000","5,470,000","623,324,000","173,165,000",34.5
2004,NEBRASKA,31,WHEAT,"1,650,000","1,850,000","197,192,000","61,050,000",37
2004,NEVADA,32,WHEAT,"9,000","14,000","3,533,000","960,000",106.7
2004,NEW JERSEY,34,WHEAT,"24,000","28,000","3,722,000","1,128,000",47
2004,NEW MEXICO,35,WHEAT,"300,000","490,000","26,460,000","8,400,000",28
2004,NEW YORK,36,WHEAT,"100,000","105,000","14,840,000","5,300,000",53
2004,NORTH CAROLINA,37,WHEAT,"460,000","600,000","71,300,000","23,000,000",50
2004,NORTH DAKOTA,38,WHEAT,"7,775,000","8,195,000","1,042,263,000","306,425,000",39.4
2004,OHIO,39,WHEAT,"890,000","920,000","174,369,000","55,180,000",62
2004,OKLAHOMA,40,WHEAT,"4,700,000","6,200,000","546,140,000","164,500,000",35
2004,OREGON,41,WHEAT,"925,000","970,000","199,878,000","54,150,000",58.5
2004,PENNSYLVANIA,42,WHEAT,"135,000","140,000","22,491,000","6,615,000",49
2004,SOUTH CAROLINA,45,WHEAT,"180,000","190,000","25,344,000","7,920,000",44
2004,SOUTH DAKOTA,46,WHEAT,"2,798,000","3,270,000","432,114,000","128,610,000",46
2004,TENNESSEE,47,WHEAT,"280,000","400,000","47,746,000","13,720,000",49
2004,TEXAS,48,WHEAT,"3,500,000","6,300,000","362,390,000","108,500,000",31
2004,UTAH,49,WHEAT,"132,000","143,000","22,427,000","5,856,000",44.4
2004,VIRGINIA,51,WHEAT,"180,000","210,000","29,205,000","9,900,000",55
2004,WASHINGTON,53,WHEAT,"2,275,000","2,330,000","524,493,000","143,500,000",63.1
2004,WEST VIRGINIA,54,WHEAT,"5,000","8,000","790,000","260,000",52
2004,WISCONSIN,55,WHEAT,"231,000","247,000","34,171,000","12,852,000",55.6
2004,WYOMING,56,WHEAT,"141,000","160,000","12,012,000","3,750,000",26.6
2003,ALABAMA,1,CORN,190000,220000,54705000,23180000,122
2003,ARIZONA,4,CORN,22000,47000,13710000,4180000,190
2003,ARKANSAS,5,CORN,350000,365000,116130000,49000000,140
2003,CALIFORNIA,6,CORN,140000,530000,64960000,22400000,160
2003,COLORADO,8,CORN,890000,1080000,299174000,120150000,135
2003,CONNECTICUT,9,CORN,,30000,,,
2003,DELAWARE,10,CORN,162000,170000,57188000,19926000,123
2003,FLORIDA,12,CORN,39000,75000,8155000,3198000,82
2003,GEORGIA,13,CORN,290000,340000,89523000,36540000,126
2003,IDAHO,16,CORN,50000,190000,20580000,7000000,140
2003,ILLINOIS,17,CORN,11050000,11200000,4385524000,1812200000,164
2003,INDIANA,18,CORN,5390000,5600000,1990958000,786940000,146
2003,IOWA,19,CORN,11900000,12300000,4427871000,1868300000,157
2003,KANSAS,20,CORN,2500000,2900000,753000000,300000000,120
2003,KENTUCKY,21,CORN,1080000,1170000,374339000,147960000,137
2003,LOUISIANA,22,CORN,500000,520000,160800000,67000000,134
2003,MAINE,23,CORN,,28000,,,
2003,MARYLAND,24,CORN,410000,480000,142717000,50430000,123
2003,MASSACHUSETTS,25,CORN,,20000,,,
2003,MICHIGAN,26,CORN,2030000,2250000,615821000,259840000,128
2003,MINNESOTA,27,CORN,6650000,7200000,2281615000,970900000,146
2003,MISSISSIPPI,28,CORN,530000,550000,160717000,70490000,133
2003,MISSOURI,29,CORN,2800000,2900000,743904000,302400000,108
2003,MONTANA,30,CORN,17000,68000,6307000,2380000,140
2003,NEBRASKA,31,CORN,7700000,8100000,2686838000,1124200000,146
2003,NEVADA,32,CORN,,4000,,,
2003,NEW HAMPSHIRE,33,CORN,,15000,,,
2003,NEW JERSEY,34,CORN,61000,80000,19369000,6893000,113
2003,NEW MEXICO,35,CORN,48000,130000,25574000,8640000,180
2003,NEW YORK,36,CORN,440000,1000000,150137000,53240000,121
2003,NORTH CAROLINA,37,CORN,680000,740000,193174000,72080000,106
2003,NORTH DAKOTA,38,CORN,1170000,1450000,310565000,131040000,112
2003,OHIO,39,CORN,3070000,3300000,1173354000,478920000,156
2003,OKLAHOMA,40,CORN,190000,230000,61750000,23750000,125
2003,OREGON,41,CORN,30000,51000,15708000,5100000,170
2003,PENNSYLVANIA,42,CORN,890000,1450000,302956000,102350000,115
2003,RHODE ISLAND,44,CORN,,2000,,,
2003,SOUTH CAROLINA,45,CORN,215000,240000,60953000,22575000,105
2003,SOUTH DAKOTA,46,CORN,3850000,4400000,974358000,427350000,111
2003,TENNESSEE,47,CORN,620000,710000,192491000,81220000,131
2003,TEXAS,48,CORN,1650000,1830000,504273000,194700000,118
2003,UTAH,49,CORN,13000,55000,6025000,2015000,155
2003,VERMONT,50,CORN,,100000,,,
2003,VIRGINIA,51,CORN,330000,470000,97532000,37950000,115
2003,WASHINGTON,53,CORN,70000,130000,40950000,13650000,195
2003,WEST VIRGINIA,54,CORN,27000,48000,8446000,3105000,115
2003,WISCONSIN,55,CORN,2850000,3750000,863978000,367650000,129
2003,WYOMING,56,CORN,50000,85000,16125000,6450000,129
2003,ALABAMA,1,SOYBEANS,160000,170000,41760000,5760000,36
2003,ARKANSAS,5,SOYBEANS,2890000,2920000,791094000,111265000,38.5
2003,DELAWARE,10,SOYBEANS,178000,180000,49021000,6408000,36
2003,FLORIDA,12,SOYBEANS,12000,13000,2484000,360000,30
2003,GEORGIA,13,SOYBEANS,180000,190000,45716000,6120000,34
2003,ILLINOIS,17,SOYBEANS,10260000,10300000,2850946000,379620000,37
2003,INDIANA,18,SOYBEANS,5370000,5450000,1565140000,204060000,38
2003,IOWA,19,SOYBEANS,10550000,10600000,2640138000,342875000,32.5
2003,KANSAS,20,SOYBEANS,2480000,2600000,438067000,57040000,23
2003,KENTUCKY,21,SOYBEANS,1240000,1250000,399156000,53940000,43.5
2003,LOUISIANA,22,SOYBEANS,740000,760000,171088000,25160000,34
2003,MARYLAND,24,SOYBEANS,430000,435000,121712000,15910000,37
2003,MICHIGAN,26,SOYBEANS,1990000,2000000,399493000,54725000,27.5
2003,MINNESOTA,27,SOYBEANS,7450000,7500000,1730784000,238400000,32
2003,MISSISSIPPI,28,SOYBEANS,1430000,1440000,368640000,55770000,39
2003,MISSOURI,29,SOYBEANS,4950000,5000000,1098108000,146025000,29.5
2003,NEBRASKA,31,SOYBEANS,4500000,4550000,1279395000,182250000,40.5
2003,NEW JERSEY,34,SOYBEANS,88000,90000,21991000,2992000,34
2003,NEW YORK,36,SOYBEANS,138000,140000,37674000,4830000,35
2003,NORTH CAROLINA,37,SOYBEANS,1400000,1450000,306180000,42000000,30
2003,NORTH DAKOTA,38,SOYBEANS,3050000,3150000,585539000,88450000,29
2003,OHIO,39,SOYBEANS,4280000,4300000,1186416000,164780000,38.5
2003,OKLAHOMA,40,SOYBEANS,245000,270000,47138000,6370000,26
2003,PENNSYLVANIA,42,SOYBEANS,375000,380000,112699000,15375000,41
2003,SOUTH CAROLINA,45,SOYBEANS,420000,430000,89376000,11760000,28
2003,SOUTH DAKOTA,46,SOYBEANS,4200000,4250000,803880000,115500000,27.5
2003,TENNESSEE,47,SOYBEANS,1120000,1150000,331632000,47040000,42
2003,TEXAS,48,SOYBEANS,185000,200000,37555000,5365000,29
2003,VIRGINIA,51,SOYBEANS,480000,500000,125174000,16320000,34
2003,WEST VIRGINIA,54,SOYBEANS,15000,16000,4637000,615000,41
2003,WISCONSIN,55,SOYBEANS,1670000,1720000,332464000,46760000,28
2003,ALABAMA,1,WHEAT,"75,000","150,000","9,840,000","3,075,000",41
2003,ARIZONA,4,WHEAT,"119,000","119,000","55,082,000","11,912,000",100.1
2003,ARKANSAS,5,WHEAT,"570,000","700,000","87,780,000","28,500,000",50
2003,CALIFORNIA,6,WHEAT,"525,000","870,000","137,399,000","36,510,000",69.5
2003,COLORADO,8,WHEAT,"2,229,000","2,630,000","260,106,000","78,160,000",35.1
2003,DELAWARE,10,WHEAT,"47,000","50,000","5,974,000","1,927,000",41
2003,FLORIDA,12,WHEAT,"12,000","20,000","1,476,000","492,000",41
2003,GEORGIA,13,WHEAT,"230,000","380,000","32,269,000","10,580,000",46
2003,IDAHO,16,WHEAT,"1,130,000","1,190,000","294,269,000","84,660,000",74.9
2003,ILLINOIS,17,WHEAT,"810,000","850,000","168,480,000","52,650,000",65
2003,INDIANA,18,WHEAT,"430,000","460,000","93,860,000","29,240,000",68
2003,IOWA,19,WHEAT,"21,000","25,000","3,651,000","1,281,000",61
2003,KANSAS,20,WHEAT,"10,000,000","10,500,000","1,512,000,000","480,000,000",48
2003,KENTUCKY,21,WHEAT,"350,000","500,000","68,789,000","21,700,000",62
2003,LOUISIANA,22,WHEAT,"140,000","155,000","18,942,000","5,740,000",41
2003,MARYLAND,24,WHEAT,"145,000","165,000","16,900,000","5,365,000",37
2003,MICHIGAN,26,WHEAT,"660,000","680,000","145,860,000","44,880,000",68
2003,MINNESOTA,27,WHEAT,"1,825,000","1,877,000","386,130,000","105,482,000",57.8
2003,MISSISSIPPI,28,WHEAT,"125,000","150,000","20,458,000","6,125,000",49
2003,MISSOURI,29,WHEAT,"870,000","960,000","163,986,000","53,070,000",61
2003,MONTANA,30,WHEAT,"5,200,000","5,440,000","527,394,000","142,330,000",27.4
2003,NEBRASKA,31,WHEAT,"1,820,000","1,900,000","269,578,000","83,720,000",46
2003,NEVADA,32,WHEAT,"7,000","12,000","1,914,000","549,000",78.4
2003,NEW JERSEY,34,WHEAT,"26,000","31,000","3,385,000","1,092,000",42
2003,NEW MEXICO,35,WHEAT,"140,000","500,000","14,784,000","4,480,000",32
2003,NEW YORK,36,WHEAT,"120,000","130,000","15,455,000","6,360,000",53
2003,NORTH CAROLINA,37,WHEAT,"410,000","530,000","42,066,000","14,760,000",36
2003,NORTH DAKOTA,38,WHEAT,"8,500,000","8,630,000","1,149,385,000","316,970,000",37.3
2003,OHIO,39,WHEAT,"1,000,000","1,060,000","217,600,000","68,000,000",68
2003,OKLAHOMA,40,WHEAT,"4,600,000","6,700,000","593,814,000","179,400,000",39
2003,OREGON,41,WHEAT,"1,080,000","1,115,000","197,580,000","53,540,000",49.6
2003,PENNSYLVANIA,42,WHEAT,"165,000","175,000","23,484,000","7,095,000",43
2003,SOUTH CAROLINA,45,WHEAT,"185,000","200,000","21,645,000","7,215,000",39
2003,SOUTH DAKOTA,46,WHEAT,"2,797,000","3,078,000","408,188,000","118,391,000",42.3
2003,TENNESSEE,47,WHEAT,"270,000","430,000","42,795,000","13,500,000",50
2003,TEXAS,48,WHEAT,"3,450,000","6,600,000","295,596,000","96,600,000",28
2003,UTAH,49,WHEAT,"137,000","177,000","22,756,000","5,677,000",41.4
2003,VIRGINIA,51,WHEAT,"160,000","210,000","21,933,000","7,360,000",46
2003,WASHINGTON,53,WHEAT,"2,345,000","2,400,000","521,163,000","139,345,000",59.4
2003,WEST VIRGINIA,54,WHEAT,"7,000","12,000","898,000","287,000",41
2003,WISCONSIN,55,WHEAT,"180,000","212,000","39,439,000","12,300,000",68.3
2003,WYOMING,56,WHEAT,"151,000","168,000","13,878,000","4,095,000",27.1
2002,ALABAMA,1,CORN,180000,200000,43085000,15840000,88
2002,ARIZONA,4,CORN,28000,60000,16265000,5180000,185
2002,ARKANSAS,5,CORN,255000,265000,83033000,34170000,134
2002,CALIFORNIA,6,CORN,150000,545000,69615000,25500000,170
2002,COLORADO,8,CORN,720000,1200000,273240000,108000000,150
2002,CONNECTICUT,9,CORN,,32000,,,
2002,DELAWARE,10,CORN,167000,180000,39980000,14028000,84
2002,FLORIDA,12,CORN,37000,75000,9235000,3552000,96
2002,GEORGIA,13,CORN,290000,340000,86130000,31900000,110
2002,IDAHO,16,CORN,45000,190000,20297000,6975000,155
2002,ILLINOIS,17,CORN,10900000,11100000,3458025000,1471500000,135
2002,INDIANA,18,CORN,5220000,5400000,1522204000,631620000,121
2002,IOWA,19,CORN,11850000,12200000,4288041000,1931550000,163
2002,KANSAS,20,CORN,2600000,3250000,747968000,301600000,116
2002,KENTUCKY,21,CORN,1070000,1160000,287102000,111280000,104
2002,LOUISIANA,22,CORN,540000,580000,156816000,65340000,121
2002,MAINE,23,CORN,,29000,,,
2002,MARYLAND,24,CORN,425000,510000,89633000,31450000,74
2002,MASSACHUSETTS,25,CORN,,22000,,,
2002,MICHIGAN,26,CORN,2000000,2250000,547560000,234000000,117
2002,MINNESOTA,27,CORN,6700000,7200000,2261585000,1051900000,157
2002,MISSISSIPPI,28,CORN,530000,550000,148188000,63600000,120
2002,MISSOURI,29,CORN,2700000,2800000,694575000,283500000,105
2002,MONTANA,30,CORN,13000,65000,4459000,1820000,140
2002,NEBRASKA,31,CORN,7350000,8400000,2182656000,940800000,128
2002,NEVADA,32,CORN,,4000,,,
2002,NEW HAMPSHIRE,33,CORN,,15000,,,
2002,NEW JERSEY,34,CORN,70000,90000,11828000,4270000,61
2002,NEW MEXICO,35,CORN,49000,140000,24353000,8575000,175
2002,NEW YORK,36,CORN,460000,1020000,128059000,44620000,97
2002,NORTH CAROLINA,37,CORN,680000,780000,163112000,56440000,83
2002,NORTH DAKOTA,38,CORN,995000,1230000,245009000,113430000,114
2002,OHIO,39,CORN,2970000,3250000,655538000,264330000,89
2002,OKLAHOMA,40,CORN,190000,240000,60515000,24700000,130
2002,OREGON,41,CORN,20000,48000,9216000,3200000,160
2002,PENNSYLVANIA,42,CORN,840000,1400000,169646000,57120000,68
2002,RHODE ISLAND,44,CORN,,2000,,,
2002,SOUTH CAROLINA,45,CORN,260000,320000,32994000,12220000,47
2002,SOUTH DAKOTA,46,CORN,3250000,4450000,669988000,308750000,95
2002,TENNESSEE,47,CORN,610000,690000,168397000,65270000,107
2002,TEXAS,48,CORN,1790000,2050000,519834000,202270000,113
2002,UTAH,49,CORN,16000,57000,7225000,2272000,142
2002,VERMONT,50,CORN,,95000,,,
2002,VIRGINIA,51,CORN,325000,500000,60333000,22100000,68
2002,WASHINGTON,53,CORN,70000,130000,37772000,13300000,190
2002,WEST VIRGINIA,54,CORN,30000,50000,8978000,3150000,105
2002,WISCONSIN,55,CORN,2900000,3650000,869130000,391500000,135
2002,WYOMING,56,CORN,35000,80000,10829000,4165000,119
2002,ALABAMA,1,SOYBEANS,155000,170000,20646000,3720000,24
2002,ARKANSAS,5,SOYBEANS,2880000,2950000,545112000,96480000,33.5
2002,DELAWARE,10,SOYBEANS,185000,190000,26363000,4625000,25
2002,FLORIDA,12,SOYBEANS,9000,10000,1589000,297000,33
2002,GEORGIA,13,SOYBEANS,140000,160000,17549000,3220000,23
2002,ILLINOIS,17,SOYBEANS,10550000,10600000,2567659000,453650000,43
2002,INDIANA,18,SOYBEANS,5770000,5800000,1328975000,239455000,41.5
2002,IOWA,19,SOYBEANS,10400000,10450000,2765568000,499200000,48
2002,KANSAS,20,SOYBEANS,2540000,2750000,320726000,58420000,23
2002,KENTUCKY,21,SOYBEANS,1290000,1310000,244352000,42570000,33
2002,LOUISIANA,22,SOYBEANS,660000,800000,116582000,21120000,32
2002,MARYLAND,24,SOYBEANS,470000,490000,61617000,10810000,23
2002,MICHIGAN,26,SOYBEANS,2040000,2050000,441395000,78540000,38.5
2002,MINNESOTA,27,SOYBEANS,7100000,7200000,1673967000,308850000,43.5
2002,MISSISSIPPI,28,SOYBEANS,1370000,1440000,241997000,43840000,32
2002,MISSOURI,29,SOYBEANS,5000000,5050000,941800000,170000000,34
2002,NEBRASKA,31,SOYBEANS,4580000,4700000,957472000,176330000,38.5
2002,NEW JERSEY,34,SOYBEANS,97000,100000,12571000,2328000,24
2002,NEW YORK,36,SOYBEANS,144000,145000,26957000,4608000,32
2002,NORTH CAROLINA,37,SOYBEANS,1290000,1370000,174305000,30960000,24
2002,NORTH DAKOTA,38,SOYBEANS,2630000,2670000,461723000,86790000,33
2002,OHIO,39,SOYBEANS,4720000,4750000,844314000,151040000,32
2002,OKLAHOMA,40,SOYBEANS,260000,280000,37180000,6760000,26
2002,PENNSYLVANIA,42,SOYBEANS,390000,405000,59826000,10140000,26
2002,SOUTH CAROLINA,45,SOYBEANS,415000,435000,39508000,7055000,17
2002,SOUTH DAKOTA,46,SOYBEANS,4090000,4250000,675791000,126790000,31
2002,TENNESSEE,47,SOYBEANS,1120000,1160000,197904000,34720000,31
2002,TEXAS,48,SOYBEANS,205000,230000,29274000,5740000,28
2002,VIRGINIA,51,SOYBEANS,460000,490000,58613000,10580000,23
2002,WEST VIRGINIA,54,SOYBEANS,17000,18000,3548000,629000,37
2002,WISCONSIN,55,SOYBEANS,1520000,1540000,357808000,66880000,44
2002,ALABAMA,1,WHEAT,"60,000","150,000","7,440,000","2,400,000",40
2002,ARIZONA,4,WHEAT,"99,000","99,000","41,218,000","9,444,000",95.4
2002,ARKANSAS,5,WHEAT,"830,000","950,000","110,722,000","38,180,000",46
2002,CALIFORNIA,6,WHEAT,"390,000","625,000","114,756,000","31,800,000",81.5
2002,COLORADO,8,WHEAT,"1,670,000","2,375,000","138,357,000","38,100,000",22.8
2002,DELAWARE,10,WHEAT,"53,000","55,000","11,687,000","3,710,000",70
2002,FLORIDA,12,WHEAT,"7,000","19,000","588,000","245,000",35
2002,GEORGIA,13,WHEAT,"190,000","330,000","19,950,000","7,980,000",42
2002,IDAHO,16,WHEAT,"1,090,000","1,150,000","287,579,000","78,410,000",71.9
2002,ILLINOIS,17,WHEAT,"630,000","660,000","92,919,000","30,870,000",49
2002,INDIANA,18,WHEAT,"310,000","340,000","52,247,000","16,430,000",53
2002,IOWA,19,WHEAT,"16,000","20,000","2,417,000","848,000",53
2002,KANSAS,20,WHEAT,"8,200,000","9,700,000","922,746,000","270,600,000",33
2002,KENTUCKY,21,WHEAT,"330,000","530,000","51,652,000","17,160,000",52
2002,LOUISIANA,22,WHEAT,"220,000","230,000","26,400,000","8,800,000",40
2002,MARYLAND,24,WHEAT,"170,000","185,000","35,343,000","11,220,000",66
2002,MICHIGAN,26,WHEAT,"440,000","450,000","96,694,000","29,480,000",67
2002,MINNESOTA,27,WHEAT,"1,834,000","2,040,000","240,637,000","62,420,000",34
2002,MISSISSIPPI,28,WHEAT,"180,000","230,000","19,440,000","7,200,000",40
2002,MISSOURI,29,WHEAT,"760,000","900,000","101,323,000","33,440,000",44
2002,MONTANA,30,WHEAT,"4,795,000","5,790,000","449,483,000","110,735,000",23.1
2002,NEBRASKA,31,WHEAT,"1,520,000","1,650,000","180,576,000","50,160,000",33
2002,NEVADA,32,WHEAT,"5,000","13,000","1,430,000","408,000",81.6
2002,NEW JERSEY,34,WHEAT,"32,000","38,000","5,654,000","1,824,000",57
2002,NEW MEXICO,35,WHEAT,"150,000","480,000","13,455,000","3,900,000",26
2002,NEW YORK,36,WHEAT,"118,000","120,000","22,448,000","6,844,000",58
2002,NORTH CAROLINA,37,WHEAT,"430,000","600,000","49,665,000","18,060,000",42
2002,NORTH DAKOTA,38,WHEAT,"7,915,000","9,080,000","820,929,000","216,095,000",27.3
2002,OHIO,39,WHEAT,"810,000","860,000","158,695,000","50,220,000",62
2002,OKLAHOMA,40,WHEAT,"3,700,000","6,200,000","349,132,000","103,600,000",28
2002,OREGON,41,WHEAT,"840,000","945,000","128,130,000","34,500,000",41.1
2002,PENNSYLVANIA,42,WHEAT,"185,000","190,000","33,337,000","9,805,000",53
2002,SOUTH CAROLINA,45,WHEAT,"170,000","200,000","16,354,000","6,290,000",37
2002,SOUTH DAKOTA,46,WHEAT,"1,677,000","3,030,000","168,230,000","44,247,000",26.4
2002,TENNESSEE,47,WHEAT,"300,000","470,000","41,172,000","14,100,000",47
2002,TEXAS,48,WHEAT,"2,700,000","6,400,000","236,466,000","78,300,000",29
2002,UTAH,49,WHEAT,"110,000","155,000","16,690,000","3,590,000",32.6
2002,VIRGINIA,51,WHEAT,"170,000","230,000","29,243,000","10,370,000",61
2002,WASHINGTON,53,WHEAT,"2,390,000","2,450,000","496,873,000","129,770,000",54.3
2002,WEST VIRGINIA,54,WHEAT,"7,000","12,000","1,042,000","336,000",48
2002,WISCONSIN,55,WHEAT,"192,000","208,000","35,135,000","11,516,000",60
2002,WYOMING,56,WHEAT,"129,000","159,000","9,162,000","2,471,000",19.2
2001,ALABAMA,1,CORN,150000,180000,37718000,16050000,107
2001,ARIZONA,4,CORN,28000,55000,16249000,5824000,208
2001,ARKANSAS,5,CORN,185000,190000,54187000,26825000,145
2001,CALIFORNIA,6,CORN,160000,480000,66640000,27200000,170
2001,COLORADO,8,CORN,1070000,1220000,319074000,149800000,140
2001,CONNECTICUT,9,CORN,,32000,,,
2001,DELAWARE,10,CORN,162000,170000,50852000,23652000,146
2001,FLORIDA,12,CORN,26000,65000,5090000,2262000,87
2001,GEORGIA,13,CORN,220000,265000,68394000,29480000,134
2001,IDAHO,16,CORN,45000,175000,17820000,6750000,150
2001,ILLINOIS,17,CORN,10850000,11000000,3364368000,1649200000,152
2001,INDIANA,18,CORN,5670000,5800000,1751350000,884520000,156
2001,IOWA,19,CORN,11400000,11700000,3162360000,1664400000,146
2001,KANSAS,20,CORN,3050000,3450000,786321000,387350000,127
2001,KENTUCKY,21,CORN,1100000,1200000,324896000,156200000,142
2001,LOUISIANA,22,CORN,307000,315000,99959000,45436000,148
2001,MAINE,23,CORN,,28000,,,
2001,MARYLAND,24,CORN,410000,490000,121557000,55760000,136
2001,MASSACHUSETTS,25,CORN,,22000,,,
2001,MICHIGAN,26,CORN,1900000,2200000,393015000,199500000,105
2001,MINNESOTA,27,CORN,6200000,6800000,1531400000,806000000,130
2001,MISSISSIPPI,28,CORN,385000,400000,99600000,50050000,130
2001,MISSOURI,29,CORN,2600000,2700000,677768000,345800000,133
2001,MONTANA,30,CORN,13000,65000,3636000,1924000,148
2001,NEBRASKA,31,CORN,7750000,8100000,2210145000,1139250000,147
2001,NEVADA,32,CORN,,3000,,,
2001,NEW HAMPSHIRE,33,CORN,,15000,,,
2001,NEW JERSEY,34,CORN,66000,80000,15449000,7392000,112
2001,NEW MEXICO,35,CORN,46000,130000,19872000,8280000,180
2001,NEW YORK,36,CORN,540000,1030000,142317000,56700000,105
2001,NORTH CAROLINA,37,CORN,625000,700000,184375000,78125000,125
2001,NORTH DAKOTA,38,CORN,705000,880000,151610000,81075000,115
2001,OHIO,39,CORN,3170000,3400000,874920000,437460000,138
2001,OKLAHOMA,40,CORN,210000,250000,55125000,26250000,125
2001,OREGON,41,CORN,18000,45000,6401000,2520000,140
2001,PENNSYLVANIA,42,CORN,960000,1450000,219206000,94080000,98
2001,RHODE ISLAND,44,CORN,,2000,,,
2001,SOUTH CAROLINA,45,CORN,240000,260000,57024000,25920000,108
2001,SOUTH DAKOTA,46,CORN,3400000,3800000,648550000,370600000,109
2001,TENNESSEE,47,CORN,610000,680000,165871000,80520000,132
2001,TEXAS,48,CORN,1420000,1600000,383712000,167560000,118
2001,UTAH,49,CORN,15000,60000,6071000,2130000,142
2001,VERMONT,50,CORN,,90000,,,
2001,VIRGINIA,51,CORN,330000,470000,86863000,40590000,123
2001,WASHINGTON,53,CORN,55000,115000,26752000,10450000,190
