year,state,state_ansi,crop,acres_harvested,acres_planted,production_dollars,production_bu,yield_buperacre
1962,ILLINOIS,17,CORN,8270000,8623000,787304000,702950000,85
1962,INDIANA,18,CORN,4140000,4327000,366638000,339480000,82
1962,IOWA,19,CORN,9677000,10151000,812191000,745129000,77
1962,KANSAS,20,CORN,1298000,1545000,72818000,66198000,51
1962,KENTUCKY,21,CORN,1116000,1205000,74437000,64728000,58
1962,LOUISIANA,22,CORN,222000,271000,7459000,6216000,28
1962,MAINE,23,CORN,,10000,,,
1962,MARYLAND,24,CORN,354000,458000,27612000,21240000,60
1962,MASSACHUSETTS,25,CORN,2000,25000,220000,142000,71
1962,MICHIGAN,26,CORN,1382000,1788000,94902000,87066000,63
1962,MINNESOTA,27,CORN,4575000,5568000,285823000,272212000,59.5
1962,MISSISSIPPI,28,CORN,734000,799000,24574000,19818000,27
1962,MISSOURI,29,CORN,2694000,3019000,176565000,156252000,58
1962,MONTANA,30,CORN,4000,82000,239000,196000,49
1962,NEBRASKA,31,CORN,5031000,5355000,337857000,304376000,60.5
1962,NEVADA,32,CORN,,6000,,,
1962,NEW HAMPSHIRE,33,CORN,,10000,,,
1962,NEW JERSEY,34,CORN,78000,124000,7573000,5694000,73
1962,NEW MEXICO,35,CORN,12000,30000,618000,432000,36
1962,NEW YORK,36,CORN,179000,609000,14547000,11277000,63
1962,NORTH CAROLINA,37,CORN,1270000,1427000,88900000,71120000,56
1962,NORTH DAKOTA,38,CORN,169000,1049000,5344000,5239000,31
1962,OHIO,39,CORN,2726000,2972000,229965000,207176000,76
1962,OKLAHOMA,40,CORN,123000,149000,4718000,3998000,32.5
1962,OREGON,41,CORN,20000,50000,2029000,1460000,73
1962,PENNSYLVANIA,42,CORN,788000,1178000,62882000,47280000,60
1962,RHODE ISLAND,44,CORN,,5000,,,
1962,SOUTH CAROLINA,45,CORN,470000,538000,21714000,16450000,35
1962,SOUTH DAKOTA,46,CORN,2659000,3336000,114138000,113008000,42.5
1962,TENNESSEE,47,CORN,882000,989000,42671000,36162000,41
1962,TEXAS,48,CORN,1052000,1132000,38156000,32612000,31
1962,UTAH,49,CORN,3000,48000,301000,189000,63
1962,VERMONT,50,CORN,1000,45000,108000,70000,70
1962,VIRGINIA,51,CORN,496000,631000,39363000,30752000,62
1962,WASHINGTON,53,CORN,30000,64000,3518000,2625000,87.5
1962,WEST VIRGINIA,54,CORN,71000,101000,5118000,3763000,53
1962,WISCONSIN,55,CORN,1533000,2553000,119114000,107310000,70
1962,WYOMING,56,CORN,8000,58000,365000,320000,40
1962,ALABAMA,1,SOYBEANS,176000,202000,8515000,3608000,20.5
1962,ARKANSAS,5,SOYBEANS,2848000,2874000,143283000,61232000,21.5
1962,DELAWARE,10,SOYBEANS,183000,187000,8101000,3477000,19
1962,FLORIDA,12,SOYBEANS,42000,44000,2457000,1050000,25
1962,GEORGIA,13,SOYBEANS,86000,119000,3234000,1376000,16
1962,ILLINOIS,17,SOYBEANS,5575000,5620000,378153000,158888000,28.5
1962,INDIANA,18,SOYBEANS,2708000,2731000,176670000,75824000,28
1962,IOWA,19,SOYBEANS,3405000,3415000,218177000,93638000,27.5
1962,KANSAS,20,SOYBEANS,914000,936000,34709000,15995000,17.5
1962,KENTUCKY,21,SOYBEANS,219000,275000,12089000,5256000,24
1962,LOUISIANA,22,SOYBEANS,219000,252000,10648000,4818000,22
1962,MARYLAND,24,SOYBEANS,255000,269000,12234000,5228000,20.5
1962,MICHIGAN,26,SOYBEANS,342000,348000,17929000,7695000,22.5
1962,MINNESOTA,27,SOYBEANS,2201000,2233000,100433000,42920000,19.5
1962,MISSISSIPPI,28,SOYBEANS,1107000,1200000,51806000,21586000,19.5
1962,MISSOURI,29,SOYBEANS,2732000,2780000,141996000,61470000,22.5
1962,NEBRASKA,31,SOYBEANS,310000,313000,18665000,8370000,27
1962,NEW JERSEY,34,SOYBEANS,38000,44000,2095000,931000,24.5
1962,NEW YORK,36,SOYBEANS,3000,5000,116000,54000,18
1962,NORTH CAROLINA,37,SOYBEANS,558000,678000,31069000,13392000,24
1962,NORTH DAKOTA,38,SOYBEANS,67000,76000,1998000,904000,13.5
1962,OHIO,39,SOYBEANS,1756000,1776000,102287000,43900000,25
1962,OKLAHOMA,40,SOYBEANS,152000,163000,5607000,2584000,17
1962,PENNSYLVANIA,42,SOYBEANS,9000,24000,421000,189000,21
1962,SOUTH CAROLINA,45,SOYBEANS,586000,617000,26560000,10841000,18.5
1962,SOUTH DAKOTA,46,SOYBEANS,121000,123000,5481000,2480000,20.5
1962,TENNESSEE,47,SOYBEANS,463000,545000,24170000,10418000,22.5
1962,TEXAS,48,SOYBEANS,60000,66000,3499000,1620000,27
1962,VIRGINIA,51,SOYBEANS,371000,391000,17874000,7606000,20.5
1962,WEST VIRGINIA,54,SOYBEANS,,5000,,,
1962,WISCONSIN,55,SOYBEANS,102000,107000,4076000,1836000,18
1962,ALABAMA,1,WHEAT,"35,000","44,000","1,588,000","840,000",24
1962,ARIZONA,4,WHEAT,"24,000","29,000","2,127,000","1,008,000",42
1962,ARKANSAS,5,WHEAT,"112,000","144,000","6,129,000","3,080,000",27.5
1962,CALIFORNIA,6,WHEAT,"301,000","327,000","21,368,000","10,564,000",35.1
1962,COLORADO,8,WHEAT,"1,922,000","2,412,000","71,183,000","36,710,000",19.1
1962,DELAWARE,10,WHEAT,"19,000","21,000","1,051,000","542,000",28.5
1962,FLORIDA,12,WHEAT,"31,000","49,000","1,531,000","806,000",26
1962,GEORGIA,13,WHEAT,"47,000","53,000","2,233,000","1,175,000",25
1962,IDAHO,16,WHEAT,"893,000","993,000","61,912,000","32,243,000",36.1
1962,ILLINOIS,17,WHEAT,"1,580,000","1,620,000","104,241,000","51,350,000",32.5
1962,INDIANA,18,WHEAT,"1,174,000","1,261,000","78,635,000","39,916,000",34
1962,IOWA,19,WHEAT,"88,000","96,000","4,282,000","2,185,000",24.8
1962,KANSAS,20,WHEAT,"8,986,000","9,762,000","435,012,000","211,171,000",23.5
1962,KENTUCKY,21,WHEAT,"131,000","203,000","6,608,000","3,406,000",26
1962,LOUISIANA,22,WHEAT,"44,000","88,000","1,613,000","836,000",19
1962,MARYLAND,24,WHEAT,"124,000","135,000","6,462,000","3,348,000",27
1962,MICHIGAN,26,WHEAT,"911,000","936,000","58,623,000","30,063,000",33
1962,MINNESOTA,27,WHEAT,"723,000","746,000","39,523,000","17,929,000",24.8
1962,MISSISSIPPI,28,WHEAT,"30,000","44,000","1,544,000","780,000",26
1962,MISSOURI,29,WHEAT,"976,000","1,145,000","52,177,000","26,352,000",27
1962,MONTANA,30,WHEAT,"3,510,000","4,248,000","158,731,000","79,332,000",22.6
1962,NEBRASKA,31,WHEAT,"2,760,000","3,060,000","104,411,000","53,820,000",19.5
1962,NEVADA,32,WHEAT,"17,000","23,000","1,173,000","634,000",37.3
1962,NEW JERSEY,34,WHEAT,"35,000","46,000","2,287,000","1,155,000",33
1962,NEW MEXICO,35,WHEAT,"213,000","268,000","8,733,000","4,260,000",20
1962,NEW YORK,36,WHEAT,"183,000","200,000","12,554,000","6,405,000",35
1962,NORTH CAROLINA,37,WHEAT,"204,000","241,000","9,449,000","4,896,000",24
1962,NORTH DAKOTA,38,WHEAT,"5,452,000","5,715,000","346,914,000","156,423,000",28.7
1962,OHIO,39,WHEAT,"1,238,000","1,330,000","78,044,000","39,616,000",32
1962,OKLAHOMA,40,WHEAT,"3,741,000","4,349,000","145,001,000","71,079,000",19
1962,OREGON,41,WHEAT,"687,000","751,000","49,771,000","25,264,000",36.8
1962,PENNSYLVANIA,42,WHEAT,"451,000","471,000","24,372,000","12,628,000",28
1962,SOUTH CAROLINA,45,WHEAT,"56,000","64,000","2,594,000","1,344,000",24
1962,SOUTH DAKOTA,46,WHEAT,"1,768,000","2,115,000","64,046,000","30,588,000",17.3
1962,TENNESSEE,47,WHEAT,"107,000","129,000","4,701,000","2,461,000",23
1962,TEXAS,48,WHEAT,"2,731,000","3,498,000","90,888,000","43,696,000",16
1962,UTAH,49,WHEAT,"206,000","226,000","10,285,000","5,432,000",26.4
1962,VIRGINIA,51,WHEAT,"167,000","185,000","7,336,000","3,841,000",23
1962,WASHINGTON,53,WHEAT,"1,733,000","1,913,000","134,482,000","68,265,000",39.4
1962,WEST VIRGINIA,54,WHEAT,"16,000","20,000","691,000","384,000",24
1962,WISCONSIN,55,WHEAT,"52,000","54,000","3,495,000","1,839,000",35.4
1962,WYOMING,56,WHEAT,"210,000","260,000","7,943,000","4,292,000",20.4
1961,ALABAMA,1,CORN,1330000,1476000,50035000,43890000,33
1961,ARIZONA,4,CORN,21000,32000,567000,378000,18
1961,ARKANSAS,5,CORN,238000,254000,9716000,8449000,35.5
1961,CALIFORNIA,6,CORN,91000,165000,8845000,6552000,72
1961,COLORADO,8,CORN,231000,400000,16604000,14438000,62.5
1961,CONNECTICUT,9,CORN,2000,33000,197000,136000,68
1961,DELAWARE,10,CORN,118000,126000,9364000,7316000,62
1961,FLORIDA,12,CORN,332000,481000,12433000,11620000,35
1961,GEORGIA,13,CORN,1684000,2048000,70324000,60624000,36
1961,IDAHO,16,CORN,23000,80000,2422000,1794000,78
1961,ILLINOIS,17,CORN,8188000,8454000,711537000,646852000,79
1961,INDIANA,18,CORN,4019000,4201000,312276000,297406000,74
1961,IOWA,19,CORN,9976000,10348000,820975000,753188000,75.5
1961,KANSAS,20,CORN,1225000,1431000,64092000,58800000,48
1961,KENTUCKY,21,CORN,1116000,1205000,70587000,61380000,55
1961,LOUISIANA,22,CORN,267000,312000,11657000,9879000,37
1961,MAINE,23,CORN,,10000,,,
1961,MARYLAND,24,CORN,369000,440000,27454000,22140000,60
1961,MASSACHUSETTS,25,CORN,2000,24000,186000,128000,64
1961,MICHIGAN,26,CORN,1455000,1806000,99871000,96030000,66
1961,MINNESOTA,27,CORN,5027000,5800000,333969000,324242000,64.5
1961,MISSISSIPPI,28,CORN,825000,878000,37001000,32175000,39
1961,MISSOURI,29,CORN,2667000,2848000,183543000,165354000,62
1961,MONTANA,30,CORN,3000,86000,209000,174000,58
1961,NEBRASKA,31,CORN,5296000,5578000,305685000,275392000,52
1961,NEVADA,32,CORN,,4000,,,
1961,NEW HAMPSHIRE,33,CORN,,10000,,,
1961,NEW JERSEY,34,CORN,78000,120000,7273000,5772000,74
1961,NEW MEXICO,35,CORN,15000,35000,735000,525000,35
1961,NEW YORK,36,CORN,181000,575000,15159000,12127000,67
1961,NORTH CAROLINA,37,CORN,1402000,1568000,80755000,67296000,48
1961,NORTH DAKOTA,38,CORN,182000,1081000,6115000,5824000,32
1961,OHIO,39,CORN,2537000,2727000,202757000,187738000,74
1961,OKLAHOMA,40,CORN,154000,171000,6037000,5390000,35
1961,OREGON,41,CORN,24000,47000,2252000,1632000,68
1961,PENNSYLVANIA,42,CORN,895000,1166000,77972000,64440000,72
1961,RHODE ISLAND,44,CORN,,5000,,,
1961,SOUTH CAROLINA,45,CORN,559000,633000,23059000,18447000,33
1961,SOUTH DAKOTA,46,CORN,2741000,3475000,99046000,100046000,36.5
1961,TENNESSEE,47,CORN,1002000,1099000,50411000,43086000,43
1961,TEXAS,48,CORN,1063000,1155000,36992000,31890000,30
1961,UTAH,49,CORN,3000,45000,310000,204000,68
1961,VERMONT,50,CORN,1000,45000,93000,64000,64
1961,VIRGINIA,51,CORN,545000,651000,36106000,28885000,53
1961,WASHINGTON,53,CORN,33000,57000,3689000,2838000,86
1961,WEST VIRGINIA,54,CORN,80000,104000,5639000,4240000,53
1961,WISCONSIN,55,CORN,1614000,2571000,123713000,117822000,73
1961,WYOMING,56,CORN,20000,59000,1332000,1200000,60
1961,ALABAMA,1,SOYBEANS,157000,179000,8305000,3611000,23
1961,ARKANSAS,5,SOYBEANS,2662000,2686000,114812000,50578000,19
1961,DELAWARE,10,SOYBEANS,191000,195000,10406000,4584000,24
1961,FLORIDA,12,SOYBEANS,40000,42000,2309000,1040000,26
1961,GEORGIA,13,SOYBEANS,80000,112000,3101000,1360000,17
1961,ILLINOIS,17,SOYBEANS,5520000,5564000,366556000,157320000,28.5
1961,INDIANA,18,SOYBEANS,2681000,2704000,168903000,75068000,28
1961,IOWA,19,SOYBEANS,3405000,3426000,221256000,97042000,28.5
1961,KANSAS,20,SOYBEANS,703000,731000,32797000,15114000,21.5
1961,KENTUCKY,21,SOYBEANS,201000,257000,11256000,5025000,25
1961,LOUISIANA,22,SOYBEANS,197000,240000,10307000,4728000,24
1961,MARYLAND,24,SOYBEANS,236000,249000,12857000,5664000,24
1961,MICHIGAN,26,SOYBEANS,285000,293000,16524000,7410000,26
1961,MINNESOTA,27,SOYBEANS,2341000,2351000,121147000,53843000,23
1961,MISSISSIPPI,28,SOYBEANS,1035000,1091000,53097000,23288000,22.5
1961,MISSOURI,29,SOYBEANS,2602000,2673000,142381000,62448000,24
1961,NEBRASKA,31,SOYBEANS,292000,295000,16158000,7446000,25.5
1961,NEW JERSEY,34,SOYBEANS,36000,43000,1918000,864000,24
1961,NEW YORK,36,SOYBEANS,3000,5000,127000,63000,21
1961,NORTH CAROLINA,37,SOYBEANS,568000,678000,29525000,13064000,23
1961,NORTH DAKOTA,38,SOYBEANS,185000,191000,5594000,2590000,14
1961,OHIO,39,SOYBEANS,1722000,1741000,108486000,48216000,28
1961,OKLAHOMA,40,SOYBEANS,146000,157000,6220000,2920000,20
1961,PENNSYLVANIA,42,SOYBEANS,11000,24000,554000,253000,23
1961,SOUTH CAROLINA,45,SOYBEANS,553000,582000,25019000,10784000,19.5
1961,SOUTH DAKOTA,46,SOYBEANS,125000,128000,4928000,2250000,18
1961,TENNESSEE,47,SOYBEANS,463000,540000,23122000,10186000,22
1961,TEXAS,48,SOYBEANS,86000,97000,4763000,2236000,26
1961,VIRGINIA,51,SOYBEANS,367000,391000,17004000,7524000,20.5
1961,WEST VIRGINIA,54,SOYBEANS,,6000,,,
1961,WISCONSIN,55,SOYBEANS,110000,116000,4477000,2035000,18.5
1961,ALABAMA,1,WHEAT,"56,000","68,000","2,519,000","1,456,000",26
1961,ARIZONA,4,WHEAT,"26,000","28,000","2,191,000","1,118,000",43
1961,ARKANSAS,5,WHEAT,"162,000","178,000","8,449,000","4,941,000",30.5
1961,CALIFORNIA,6,WHEAT,"337,000","376,000","17,118,000","8,737,000",25.9
1961,COLORADO,8,WHEAT,"2,468,000","2,630,000","98,795,000","56,789,000",23
1961,DELAWARE,10,WHEAT,"23,000","24,000","1,108,000","644,000",28
1961,FLORIDA,12,WHEAT,"29,000",,,"696,000",24
1961,GEORGIA,13,WHEAT,"94,000","102,000","4,518,000","2,538,000",27
1961,IDAHO,16,WHEAT,"1,047,000","1,128,000","60,836,000","34,132,000",32.6
1961,ILLINOIS,17,WHEAT,"1,672,000","1,730,000","108,346,000","60,192,000",36
1961,INDIANA,18,WHEAT,"1,290,000","1,341,000","77,194,000","43,860,000",34
1961,IOWA,19,WHEAT,"124,000","133,000","5,845,000","3,224,000",26
1961,KANSAS,20,WHEAT,"10,329,000","10,727,000","489,955,000","273,718,000",26.5
1961,KENTUCKY,21,WHEAT,"175,000","254,000","8,222,000","4,725,000",27
1961,LOUISIANA,22,WHEAT,"35,000","66,000","1,436,000","840,000",24
1961,MARYLAND,24,WHEAT,"142,000","152,000","6,129,000","3,692,000",26
1961,MICHIGAN,26,WHEAT,"1,111,000","1,126,000","69,193,000","39,996,000",36
1961,MINNESOTA,27,WHEAT,"1,034,000","1,050,000","52,485,000","24,851,000",24
1961,MISSISSIPPI,28,WHEAT,"42,000","55,000","2,034,000","1,176,000",28
1961,MISSOURI,29,WHEAT,"1,374,000","1,547,000","73,756,000","41,907,000",30.5
1961,MONTANA,30,WHEAT,"3,679,000","4,262,000","100,608,000","54,048,000",14.7
1961,NEBRASKA,31,WHEAT,"3,220,000","3,339,000","139,495,000","78,807,000",24.5
1961,NEVADA,32,WHEAT,"12,000","17,000","613,000","354,000",29.5
1961,NEW JERSEY,34,WHEAT,"42,000","52,000","2,453,000","1,386,000",33
1961,NEW MEXICO,35,WHEAT,"276,000","291,000","14,247,000","8,004,000",29
1961,NEW YORK,36,WHEAT,"244,000","263,000","14,767,000","8,296,000",34
1961,NORTH CAROLINA,37,WHEAT,"392,000","447,000","20,008,000","11,368,000",29
1961,NORTH DAKOTA,38,WHEAT,"5,730,000","6,638,000","157,097,000","69,432,000",12.1
1961,OHIO,39,WHEAT,"1,457,000","1,494,000","79,946,000","45,167,000",31
1961,OKLAHOMA,40,WHEAT,"4,618,000","4,887,000","199,498,000","110,832,000",24
1961,OREGON,41,WHEAT,"796,000","832,000","38,938,000","20,602,000",25.9
1961,PENNSYLVANIA,42,WHEAT,"524,000","535,000","26,881,000","15,720,000",30
1961,SOUTH CAROLINA,45,WHEAT,"140,000","148,000","6,604,000","3,710,000",26.5
1961,SOUTH DAKOTA,46,WHEAT,"2,313,000","2,639,000","67,658,000","33,499,000",14.5
1961,TENNESSEE,47,WHEAT,"148,000","174,000","6,734,000","3,848,000",26
1961,TEXAS,48,WHEAT,"3,690,000","4,067,000","152,766,000","84,870,000",23
1961,UTAH,49,WHEAT,"218,000","232,000","7,655,000","4,275,000",19.6
1961,VIRGINIA,51,WHEAT,"246,000","264,000","11,906,000","6,765,000",27.5
1961,WASHINGTON,53,WHEAT,"1,974,000","2,051,000","103,358,000","55,272,000",28
1961,WEST VIRGINIA,54,WHEAT,"23,000","28,000","1,070,000","598,000",26
1961,WISCONSIN,55,WHEAT,"59,000","61,000","3,691,000","2,062,000",34.9
1961,WYOMING,56,WHEAT,"229,000","271,000","8,554,000","4,908,000",21.4
1960,ALABAMA,1,CORN,1705000,1868000,50093000,44330000,26
1960,ARIZONA,4,CORN,21000,32000,516000,346000,16.5
1960,ARKANSAS,5,CORN,305000,326000,10569000,9608000,31.5
1960,CALIFORNIA,6,CORN,130000,211000,12917000,9360000,72
1960,COLORADO,8,CORN,251000,470000,13960000,12926000,51.5
1960,CONNECTICUT,9,CORN,3000,34000,291000,201000,67
1960,DELAWARE,10,CORN,151000,159000,11328000,9362000,62
1960,FLORIDA,12,CORN,307000,517000,9971000,8903000,29
1960,GEORGIA,13,CORN,1850000,2304000,65453000,56425000,30.5
1960,IDAHO,16,CORN,21000,81000,2075000,1596000,76
1960,ILLINOIS,17,CORN,9985000,10425000,678980000,678980000,68
1960,INDIANA,18,CORN,5152000,5393000,343329000,350336000,68
1960,IOWA,19,CORN,12166000,12658000,749365000,772541000,63.5
1960,KANSAS,20,CORN,1725000,2016000,77703000,78488000,45.5
1960,KENTUCKY,21,CORN,1529000,1643000,79997000,73392000,48
1960,LOUISIANA,22,CORN,338000,395000,10860000,9126000,27
1960,MAINE,23,CORN,,10000,,,
1960,MARYLAND,24,CORN,425000,489000,30345000,25500000,60
1960,MASSACHUSETTS,25,CORN,2000,25000,186000,128000,64
1960,MICHIGAN,26,CORN,1672000,2076000,90288000,90288000,54
1960,MINNESOTA,27,CORN,5845000,6824000,287223000,315630000,54
1960,MISSISSIPPI,28,CORN,1031000,1117000,32848000,27837000,27
1960,MISSOURI,29,CORN,4041000,4315000,210132000,210132000,52
1960,MONTANA,30,CORN,3000,108000,171000,144000,48
1960,NEBRASKA,31,CORN,6538000,6886000,326769000,333438000,51
1960,NEVADA,32,CORN,,5000,,,
1960,NEW HAMPSHIRE,33,CORN,,10000,,,
1960,NEW JERSEY,34,CORN,108000,152000,9738000,7668000,71
1960,NEW MEXICO,35,CORN,17000,37000,935000,663000,39
1960,NEW YORK,36,CORN,211000,653000,15188000,12449000,59
1960,NORTH CAROLINA,37,CORN,1750000,1912000,95760000,84000000,48
1960,NORTH DAKOTA,38,CORN,319000,1335000,7949000,8932000,28
1960,OHIO,39,CORN,3383000,3588000,232344000,230044000,68
1960,OKLAHOMA,40,CORN,206000,231000,7384000,6901000,33.5
1960,OREGON,41,CORN,33000,62000,3119000,2277000,69
1960,PENNSYLVANIA,42,CORN,923000,1202000,75446000,61841000,67
1960,RHODE ISLAND,44,CORN,,5000,,,
1960,SOUTH CAROLINA,45,CORN,708000,781000,28072000,23010000,32.5
1960,SOUTH DAKOTA,46,CORN,3426000,4238000,105521000,119910000,35
1960,TENNESSEE,47,CORN,1354000,1446000,59143000,52806000,39
1960,TEXAS,48,CORN,1251000,1391000,31375000,27522000,22
1960,UTAH,49,CORN,3000,49000,288000,192000,64
1960,VERMONT,50,CORN,1000,48000,90000,62000,62
1960,VIRGINIA,51,CORN,627000,741000,37175000,30723000,49
1960,WASHINGTON,53,CORN,52000,83000,5395000,4316000,83
1960,WEST VIRGINIA,54,CORN,98000,124000,6727000,5096000,52
1960,WISCONSIN,55,CORN,1736000,2889000,110670000,108500000,62.5
1960,WYOMING,56,CORN,20000,61000,1091000,1020000,51
1960,ALABAMA,1,SOYBEANS,135000,158000,6642000,3240000,24
1960,ARKANSAS,5,SOYBEANS,2442000,2464000,109231000,51282000,21
1960,DELAWARE,10,SOYBEANS,177000,182000,8878000,4248000,24
1960,FLORIDA,12,SOYBEANS,33000,35000,1750000,858000,26
1960,GEORGIA,13,SOYBEANS,75000,106000,2563000,1275000,17
1960,ILLINOIS,17,SOYBEANS,4973000,5013000,288335000,129298000,26
1960,INDIANA,18,SOYBEANS,2415000,2458000,140843000,65205000,27
1960,IOWA,19,SOYBEANS,2599000,2615000,141164000,66274000,25.5
1960,KANSAS,20,SOYBEANS,586000,594000,24946000,12599000,21.5
1960,KENTUCKY,21,SOYBEANS,199000,260000,9062000,4378000,22
1960,LOUISIANA,22,SOYBEANS,216000,258000,10368000,5184000,24
1960,MARYLAND,24,SOYBEANS,215000,228000,11460000,5590000,26
1960,MICHIGAN,26,SOYBEANS,221000,229000,9194000,4420000,20
1960,MINNESOTA,27,SOYBEANS,2090000,2118000,87623000,40755000,19.5
1960,MISSISSIPPI,28,SOYBEANS,916000,983000,42319000,20152000,22
1960,MISSOURI,29,SOYBEANS,2344000,2387000,102304000,50396000,21.5
1960,NEBRASKA,31,SOYBEANS,164000,165000,8908000,4592000,28
1960,NEW JERSEY,34,SOYBEANS,33000,42000,1713000,808000,24.5
1960,NEW YORK,36,SOYBEANS,3000,6000,98000,51000,17
1960,NORTH CAROLINA,37,SOYBEANS,545000,646000,24647000,12262000,22.5
1960,NORTH DAKOTA,38,SOYBEANS,176000,182000,4942000,2288000,13
1960,OHIO,39,SOYBEANS,1499000,1514000,80063000,36726000,24.5
1960,OKLAHOMA,40,SOYBEANS,121000,130000,4404000,2420000,20
1960,PENNSYLVANIA,42,SOYBEANS,7000,26000,338000,161000,23
1960,SOUTH CAROLINA,45,SOYBEANS,494000,535000,19804000,9386000,19
1960,SOUTH DAKOTA,46,SOYBEANS,100000,102000,3502000,1700000,17
1960,TENNESSEE,47,SOYBEANS,394000,478000,18085000,8865000,22.5
1960,TEXAS,48,SOYBEANS,75000,84000,3726000,2025000,27
1960,VIRGINIA,51,SOYBEANS,311000,334000,14766000,6998000,22.5
1960,WEST VIRGINIA,54,SOYBEANS,,6000,,,
1960,WISCONSIN,55,SOYBEANS,97000,102000,3232000,1649000,17
1960,ALABAMA,1,WHEAT,"48,000","64,000","2,076,000","1,200,000",25
1960,ARIZONA,4,WHEAT,"22,000","24,000","1,449,000","792,000",36
1960,ARKANSAS,5,WHEAT,"133,000","155,000","7,405,000","4,256,000",32
1960,CALIFORNIA,6,WHEAT,"347,000","387,000","14,873,000","8,124,000",23.4
1960,COLORADO,8,WHEAT,"2,471,000","2,633,000","111,253,000","66,647,000",27
1960,DELAWARE,10,WHEAT,"25,000","26,000","1,287,000","775,000",31
1960,GEORGIA,13,WHEAT,"84,000","92,000","3,669,000","2,016,000",24
1960,IDAHO,16,WHEAT,"1,055,000","1,138,000","56,880,000","34,018,000",32.2
1960,ILLINOIS,17,WHEAT,"1,577,000","1,617,000","80,033,000","45,733,000",29
1960,INDIANA,18,WHEAT,"1,229,000","1,253,000","67,730,000","40,557,000",33
1960,IOWA,19,WHEAT,"119,000","136,000","5,184,000","2,935,000",24.7
1960,KANSAS,20,WHEAT,"10,329,000","10,727,000","512,214,000","294,376,000",28.5
1960,KENTUCKY,21,WHEAT,"165,000","247,000","8,326,000","4,785,000",29
1960,LOUISIANA,22,WHEAT,"32,000","63,000","1,423,000","832,000",26
1960,MARYLAND,24,WHEAT,"149,000","158,000","7,086,000","4,321,000",29
1960,MICHIGAN,26,WHEAT,"1,068,000","1,088,000","58,874,000","33,642,000",31.5
1960,MINNESOTA,27,WHEAT,"959,000","965,000","49,264,000","26,311,000",27.4
1960,MISSISSIPPI,28,WHEAT,"37,000","54,000","1,929,000","1,128,000",30.5
1960,MISSOURI,29,WHEAT,"1,321,000","1,517,000","64,755,000","37,648,000",28.5
1960,MONTANA,30,WHEAT,"3,953,000","4,088,000","131,805,000","79,397,000",20.1
1960,NEBRASKA,31,WHEAT,"3,011,000","3,306,000","148,263,000","85,712,000",28.5
1960,NEVADA,32,WHEAT,"14,000","17,000","777,000","457,000",32.6
1960,NEW JERSEY,34,WHEAT,"45,000","59,000","2,703,000","1,485,000",33
1960,NEW MEXICO,35,WHEAT,"260,000","285,000","8,003,000","4,680,000",18
1960,NEW YORK,36,WHEAT,"246,000","266,000","13,284,000","7,380,000",30
1960,NORTH CAROLINA,37,WHEAT,"327,000","355,000","13,754,000","7,684,000",23.5
1960,NORTH DAKOTA,38,WHEAT,"6,440,000","6,614,000","232,257,000","127,500,000",19.8
1960,OHIO,39,WHEAT,"1,428,000","1,465,000","83,966,000","49,980,000",35
1960,OKLAHOMA,40,WHEAT,"4,665,000","4,887,000","212,258,000","121,290,000",26
1960,OREGON,41,WHEAT,"793,000","838,000","48,193,000","26,626,000",33.6
1960,PENNSYLVANIA,42,WHEAT,"535,000","546,000","26,356,000","15,782,000",29.5
1960,SOUTH CAROLINA,45,WHEAT,"126,000","132,000","5,274,000","2,898,000",23
1960,SOUTH DAKOTA,46,WHEAT,"2,401,000","2,491,000","83,895,000","46,912,000",19.5
1960,TENNESSEE,47,WHEAT,"137,000","158,000","5,820,000","3,288,000",24
1960,TEXAS,48,WHEAT,"3,583,000","4,150,000","138,734,000","78,826,000",22
1960,UTAH,49,WHEAT,"229,000","245,000","8,855,000","5,292,000",23.1
1960,VIRGINIA,51,WHEAT,"248,000","269,000","11,348,000","6,448,000",26
1960,WASHINGTON,53,WHEAT,"1,949,000","2,032,000","117,183,000","65,102,000",33.4
1960,WEST VIRGINIA,54,WHEAT,"27,000","32,000","1,298,000","729,000",27
1960,WISCONSIN,55,WHEAT,"51,000","53,000","2,944,000","1,692,000",33.2
1960,WYOMING,56,WHEAT,"241,000","274,000","8,992,000","5,453,000",22.6
1959,ALABAMA,1,CORN,1807000,2023000,53090000,46982000,26
1959,ARIZONA,4,CORN,22000,33000,585000,385000,17.5
1959,ARKANSAS,5,CORN,380000,409000,13376000,12160000,32
1959,CALIFORNIA,6,CORN,167000,264000,16600000,11857000,71
1959,COLORADO,8,CORN,306000,516000,17479000,15606000,51
1959,CONNECTICUT,9,CORN,3000,34000,297000,198000,66
1959,DELAWARE,10,CORN,153000,162000,9639000,7650000,50
1959,FLORIDA,12,CORN,327000,567000,9777000,8502000,26
1959,GEORGIA,13,CORN,2151000,2682000,66208000,58077000,27
1959,IDAHO,16,CORN,25000,81000,2473000,1888000,75.5
1959,ILLINOIS,17,CORN,9789000,10060000,695215000,655863000,67
1959,INDIANA,18,CORN,5051000,5214000,325159000,315688000,62.5
1959,IOWA,19,CORN,12139000,12557000,796925000,789035000,65
1959,KANSAS,20,CORN,1730000,1976000,74113000,72660000,42
1959,KENTUCKY,21,CORN,1689000,1770000,83606000,76005000,45
1959,LOUISIANA,22,CORN,393000,449000,14376000,12183000,31
1959,MAINE,23,CORN,,10000,,,
